Course ID,Title,Description,Domain,Difficulty Level,Rating,Number of Reviews,Duration (Hours),Instructor,Platform,Skills
CRS-096,The Complete JavaScript Bootcamp,"Master JavaScript from scratch. Learn building modern, responsive, and interactive applications using industry best practices. Topics include: JavaScript, TypeScript.",Web Development,Intermediate,4.6,630,15.4,Colt Steele,edX,"JavaScript, TypeScript"
CRS-097,Digital Marketing Masterclass: Copywriting & Branding,"Grow your business online. Master SEO, social media, paid ads, and analytics using Copywriting tools. Topics include: Copywriting, Growth Hacking.",Digital Marketing,Advanced,4.56,401,22.5,Isaac Rudansky,Udacity,"Copywriting, Growth Hacking"
CRS-098,Containerization with Docker & Docker Masterclass,"Learn to package, deploy, and scale microservices using Docker and Docker orchestration in production. Topics include: Docker, Google Cloud, Kubernetes.",Cloud Computing & DevOps,Advanced,3.85,564,51.7,Mumshad Mannambeth,Udemy,"Docker, Google Cloud, Kubernetes"
CRS-099,Digital Marketing Masterclass: Copywriting & Branding,"Grow your business online. Master SEO, social media, paid ads, and analytics using Copywriting tools. Topics include: Copywriting, Google Analytics, Social Media Marketing, Google Ads.",Digital Marketing,Advanced,4.68,3855,38.2,Robin & Jesper,Udemy,"Copywriting, Google Analytics, Social Media Marketing, Google Ads"
CRS-100,Project Management Professional (PMP) Prep with Agile Methodology,"Comprehensive training on predictive, agile, and hybrid project frameworks. Includes mock exams covering Agile Methodology. Topics include: Agile Methodology, Leadership, Product Management.",Business & Product Management,Advanced,4.65,1697,38.0,Evan Kimbrell,Udacity,"Agile Methodology, Leadership, Product Management"
CRS-101,SQL & Tableau for Data Analysts,"Master database querying and data wrangling with SQL and Tableau. Solve real-world business analytics problems. Topics include: Tableau, Power BI, SQL.",Data Science & Analytics,Intermediate,4.79,719,18.8,Jose Portilla,Udemy,"Tableau, Power BI, SQL"
CRS-102,Advanced Deep Learning: Deep Dive & Research,"Explore cutting-edge techniques in Deep Learning, including architecture design, hyperparameter tuning, and model optimization. Topics include: Deep Learning, Neural Networks.",AI & Machine Learning,Advanced,4.65,1184,42.2,Lazy Programmer,Coursera,"Deep Learning, Neural Networks"
CRS-103,User Experience Design Essentials: Interaction Design,"Learn UX research, user journeys, wireframing, prototyping, and usability testing in Interaction Design. Topics include: Interaction Design, Design Systems, Adobe XD, Prototyping.",UI/UX & Product Design,Advanced,4.79,406,23.3,Zack Onisko,Pluralsight,"Interaction Design, Design Systems, Adobe XD, Prototyping"
CRS-104,Interface Design & Typography with Figma,"Elevate your visual design skills. Master grid layouts, color theory, and typographic hierarchy using Figma. Topics include: Figma, Design Systems, Wireframing.",UI/UX & Product Design,Advanced,4.78,377,60.3,Daniel Walter Scott,Udemy,"Figma, Design Systems, Wireframing"
CRS-105,Mobile and Web UI Design Bootcamp with Prototyping,"Design gorgeous, high-fidelity responsive websites and mobile app layouts using Prototyping for client handoff. Topics include: Prototyping, Interaction Design, User Research, Design Systems.",UI/UX & Product Design,Advanced,4.43,2324,23.8,Muzli Academy,Udemy,"Prototyping, Interaction Design, User Research, Design Systems"
CRS-106,Generative AI & PyTorch Application Development,"Learn to build applications powered by Large Language Models and custom PyTorch agents. Topics include: PyTorch, Scikit-learn.",AI & Machine Learning,Intermediate,4.65,461,29.4,Sam Witteveen,Udacity,"PyTorch, Scikit-learn"
CRS-107,The Complete Next.js Bootcamp,"Master Next.js from scratch. Learn building modern, responsive, and interactive applications using industry best practices. Topics include: Next.js, Express, CSS, Git.",Web Development,Beginner,4.18,853,10.4,Brad Traversy,Pluralsight,"Next.js, Express, CSS, Git"
CRS-108,Computer Vision & NLP using TensorFlow,"Process images, video, and natural language text using advanced TensorFlow frameworks and pre-trained models. Topics include: TensorFlow, Computer Vision, Neural Networks.",AI & Machine Learning,Advanced,4.71,5153,64.9,Andrew Ng,edX,"TensorFlow, Computer Vision, Neural Networks"
CRS-109,Digital Marketing Masterclass: Growth Hacking & Branding,"Grow your business online. Master SEO, social media, paid ads, and analytics using Growth Hacking tools. Topics include: Growth Hacking, Copywriting.",Digital Marketing,Beginner,4.19,165,6.5,Isaac Rudansky,edX,"Growth Hacking, Copywriting"
CRS-110,Introduction to Deep Learning & Neural Networks,"Understand the mathematical foundations and core concepts behind modern Deep Learning algorithms. Topics include: Deep Learning, TensorFlow.",AI & Machine Learning,Advanced,4.97,158,25.9,Sam Witteveen,Udacity,"Deep Learning, TensorFlow"
CRS-111,Strategic Leadership and Scrum for Executives,"Develop decision-making models, corporate strategy, and negotiation skills to lead high-performing teams in Scrum contexts. Topics include: Scrum, Negotiation.",Business & Product Management,Intermediate,3.82,1070,25.3,Evan Kimbrell,Pluralsight,"Scrum, Negotiation"
CRS-112,Interface Design & Typography with Design Systems,"Elevate your visual design skills. Master grid layouts, color theory, and typographic hierarchy using Design Systems. Topics include: Design Systems, Prototyping.",UI/UX & Product Design,Intermediate,4.3,861,29.5,Zack Onisko,Coursera,"Design Systems, Prototyping"
CRS-113,Growth Hacking & Viral Marketing with Growth Hacking,"Acquire customers at scale. Implement loops, referral programs, and rapid A/B testing utilizing Growth Hacking channels. Topics include: Growth Hacking, Content Marketing, Google Ads, Google Analytics.",Digital Marketing,Beginner,3.89,3747,11.8,Neil Patel,edX,"Growth Hacking, Content Marketing, Google Ads, Google Analytics"
CRS-114,The Ultimate Email Marketing Guide to Page #1,"Rank higher on search engines. Master on-page, off-page, technical optimizations, and keyword research using Email Marketing. Topics include: Email Marketing, Google Analytics.",Digital Marketing,Beginner,4.64,60,13.0,Isaac Rudansky,Pluralsight,"Email Marketing, Google Analytics"
CRS-115,Build a Social Media App with Dart and Firebase,"Integrate databases, authentication, storage, and push notifications into your Dart app using Firebase backend services. Topics include: Dart, Flutter.",Mobile App Development,Intermediate,4.02,219,33.3,Paul Hudson,edX,"Dart, Flutter"
CRS-116,Advanced State Management in Swift Apps,"Build robust, testable, and production-ready mobile architectures using Swift state management and testing frameworks. Topics include: Swift, Flutter.",Mobile App Development,Beginner,4.84,8286,6.8,Philipp Lackner,Coursera,"Swift, Flutter"
CRS-117,Advanced LLMs: Deep Dive & Research,"Explore cutting-edge techniques in LLMs, including architecture design, hyperparameter tuning, and model optimization. Topics include: LLMs, Generative AI, Computer Vision, Deep Learning.",AI & Machine Learning,Intermediate,3.71,298,11.6,Lazy Programmer,edX,"LLMs, Generative AI, Computer Vision, Deep Learning"
CRS-118,Mobile and Web UI Design Bootcamp with Design Systems,"Design gorgeous, high-fidelity responsive websites and mobile app layouts using Design Systems for client handoff. Topics include: Design Systems, Figma, Interaction Design, User Research.",UI/UX & Product Design,Intermediate,4.23,907,14.7,Muzli Academy,Coursera,"Design Systems, Figma, Interaction Design, User Research"
CRS-119,Business Intelligence using Power BI,"Drive data-driven decisions. Learn advanced reporting, cohort analysis, and predictive modeling using Power BI. Topics include: Power BI, Pandas, Data Visualization, Python.",Data Science & Analytics,Intermediate,4.82,236,29.7,Daniel Bourke,Udemy,"Power BI, Pandas, Data Visualization, Python"
CRS-120,Complete React Native Developer Bootcamp,"Learn mobile application development from scratch. Design layouts, manage state, and deploy to App Store and Google Play. Topics include: React Native, Android Development.",Mobile App Development,Advanced,4.7,3763,40.9,Angela Yu,edX,"React Native, Android Development"
CRS-121,User Research and Usability Testing in Practice,"Plan, conduct, and analyze user research and usability sessions. Turn feedback into mockups with Wireframing. Topics include: Wireframing, Design Systems, Figma, Interaction Design.",UI/UX & Product Design,Advanced,3.91,4192,41.3,Daniel Walter Scott,edX,"Wireframing, Design Systems, Figma, Interaction Design"
CRS-122,Build Real-World Projects with React,"An entirely project-based course where you will build 10+ professional applications using React and modern tools. Topics include: React, Node.js, Express, HTML.",Web Development,Intermediate,4.23,460,18.5,Maximilian Schwarzmüller,Udemy,"React, Node.js, Express, HTML"
CRS-123,Advanced Scikit-learn: Deep Dive & Research,"Explore cutting-edge techniques in Scikit-learn, including architecture design, hyperparameter tuning, and model optimization. Topics include: Scikit-learn, NLP, Generative AI.",AI & Machine Learning,Intermediate,3.83,414,26.5,Andrew Ng,Pluralsight,"Scikit-learn, NLP, Generative AI"
CRS-124,Network Defense & Metasploit Analysis,"Learn network traffic analysis, intrusion detection, firewalls, and security operations using Metasploit. Topics include: Metasploit, Cryptography, Wireshark.",Cybersecurity,Intermediate,3.92,6003,16.9,Jason Dion,Pluralsight,"Metasploit, Cryptography, Wireshark"
CRS-125,Next.js for Beginners: Start Coding Today,"Learn the fundamentals of Next.js. Perfect for absolute beginners with no prior coding experience. Topics include: Next.js, REST APIs.",Web Development,Beginner,4.9,1831,5.4,Maximilian Schwarzmüller,Udacity,"Next.js, REST APIs"
CRS-126,Advanced System Administration & CI/CD,"Master Linux command line, shell scripting, automation, and system security with a focus on CI/CD services. Topics include: CI/CD, Jenkins, Terraform, AWS.",Cloud Computing & DevOps,Advanced,4.21,2371,36.5,Adrian Cantrill,Pluralsight,"CI/CD, Jenkins, Terraform, AWS"
CRS-127,Complete iOS Development Developer Bootcamp,"Learn mobile application development from scratch. Design layouts, manage state, and deploy to App Store and Google Play. Topics include: iOS Development, Kotlin, React Native, Flutter.",Mobile App Development,Advanced,4.67,1135,32.9,Philipp Lackner,Udacity,"iOS Development, Kotlin, React Native, Flutter"
CRS-128,User Experience Design Essentials: Adobe XD,"Learn UX research, user journeys, wireframing, prototyping, and usability testing in Adobe XD. Topics include: Adobe XD, Wireframing.",UI/UX & Product Design,Intermediate,4.83,1892,27.7,Zack Onisko,Coursera,"Adobe XD, Wireframing"
CRS-129,The Ultimate Email Marketing Guide to Page #1,"Rank higher on search engines. Master on-page, off-page, technical optimizations, and keyword research using Email Marketing. Topics include: Email Marketing, Google Ads, Growth Hacking, Google Analytics.",Digital Marketing,Intermediate,3.94,325,10.7,Isaac Rudansky,Udacity,"Email Marketing, Google Ads, Growth Hacking, Google Analytics"
CRS-130,The Ultimate Copywriting Guide to Page #1,"Rank higher on search engines. Master on-page, off-page, technical optimizations, and keyword research using Copywriting. Topics include: Copywriting, Facebook Ads, Growth Hacking, Email Marketing.",Digital Marketing,Advanced,3.79,836,23.3,Daragh Walsh,Udemy,"Copywriting, Facebook Ads, Growth Hacking, Email Marketing"
CRS-131,React Native UI/UX: Design and Animation Masterclass,"Create stunning user interfaces, custom transitions, and fluid animations in your React Native applications. Topics include: React Native, Xcode, Firebase, Android Development.",Mobile App Development,Beginner,4.79,140,13.1,Stephen Grider,Coursera,"React Native, Xcode, Firebase, Android Development"
CRS-132,The Ultimate Email Marketing Guide to Page #1,"Rank higher on search engines. Master on-page, off-page, technical optimizations, and keyword research using Email Marketing. Topics include: Email Marketing, Content Marketing.",Digital Marketing,Beginner,4.38,702,6.8,Isaac Rudansky,Coursera,"Email Marketing, Content Marketing"
CRS-133,Growth Hacking & Viral Marketing with Content Marketing,"Acquire customers at scale. Implement loops, referral programs, and rapid A/B testing utilizing Content Marketing channels. Topics include: Content Marketing, Email Marketing, Facebook Ads.",Digital Marketing,Advanced,4.75,2142,35.2,Alex Cattoni,Udacity,"Content Marketing, Email Marketing, Facebook Ads"
CRS-134,Full-Stack Web Dev with React and CSS,"Become a full-stack engineer. Build robust backends and dynamic frontends using React and CSS. Topics include: CSS, HTML.",Web Development,Advanced,4.72,1176,44.6,Maximilian Schwarzmüller,Coursera,"CSS, HTML"
CRS-135,Network Defense & Ethical Hacking Analysis,"Learn network traffic analysis, intrusion detection, firewalls, and security operations using Ethical Hacking. Topics include: Ethical Hacking, Metasploit, Cryptography.",Cybersecurity,Advanced,4.03,638,26.5,Nathan House,Udemy,"Ethical Hacking, Metasploit, Cryptography"
CRS-136,Advanced State Management in Android Development Apps,"Build robust, testable, and production-ready mobile architectures using Android Development state management and testing frameworks. Topics include: Android Development, Dart, Swift, Firebase.",Mobile App Development,Beginner,3.8,605,5.5,Paul Hudson,Udacity,"Android Development, Dart, Swift, Firebase"
CRS-137,Advanced MongoDB and Design Patterns,"Deep dive into MongoDB. Learn performance optimization, security, state management, and enterprise-level architecture. Topics include: MongoDB, TypeScript, REST APIs.",Web Development,Advanced,4.82,311,41.0,Angela Yu,edX,"MongoDB, TypeScript, REST APIs"
CRS-138,Incident Response & Network Security Operations,"Detect, isolate, and mitigate active cybersecurity incidents. Learn digital forensics and blue team tactics for Network Security. Topics include: Network Security, Penetration Testing, Ethical Hacking.",Cybersecurity,Advanced,4.08,182,59.7,Alexis Ahmed,Coursera,"Network Security, Penetration Testing, Ethical Hacking"
CRS-139,User Experience Design Essentials: Design Systems,"Learn UX research, user journeys, wireframing, prototyping, and usability testing in Design Systems. Topics include: Design Systems, Figma, Visual Design.",UI/UX & Product Design,Intermediate,4.32,1566,11.3,Zack Onisko,Coursera,"Design Systems, Figma, Visual Design"
CRS-140,Digital Marketing Masterclass: Copywriting & Branding,"Grow your business online. Master SEO, social media, paid ads, and analytics using Copywriting tools. Topics include: Copywriting, Email Marketing.",Digital Marketing,Beginner,4.63,1013,8.3,Robin & Jesper,Udacity,"Copywriting, Email Marketing"
CRS-141,Android Development UI/UX: Design and Animation Masterclass,"Create stunning user interfaces, custom transitions, and fluid animations in your Android Development applications. Topics include: Android Development, Swift, Kotlin, iOS Development.",Mobile App Development,Intermediate,3.71,216,23.0,Philipp Lackner,Udacity,"Android Development, Swift, Kotlin, iOS Development"
CRS-142,Practical Generative AI with PyTorch and Scikit-Learn,"Build, train, and deploy powerful Generative AI models for classification, regression, and clustering tasks. Topics include: Generative AI, Neural Networks, NLP, Reinforcement Learning.",AI & Machine Learning,Advanced,4.95,983,44.0,Daniel Bourke,Udacity,"Generative AI, Neural Networks, NLP, Reinforcement Learning"
CRS-143,The Complete Ethical Hacking Course: Network Security,"Learn how to think like a hacker. Perform vulnerability scans, exploit targets, and secure systems using Network Security. Topics include: Network Security, Wireshark, Cryptography.",Cybersecurity,Beginner,4.34,2942,10.6,Alexis Ahmed,Udacity,"Network Security, Wireshark, Cryptography"
CRS-144,Ethical Hacking & CompTIA Security+ Prep Course,"Master core cybersecurity concepts, threats, mitigation strategies, and get fully prepared for your certification in Ethical Hacking. Topics include: Ethical Hacking, Network Security, Linux, Incident Response.",Cybersecurity,Advanced,4.44,976,24.9,Neal Bridges,Udacity,"Ethical Hacking, Network Security, Linux, Incident Response"
CRS-145,Express for Beginners: Start Coding Today,"Learn the fundamentals of Express. Perfect for absolute beginners with no prior coding experience. Topics include: Express, MongoDB, JavaScript.",Web Development,Beginner,4.83,1116,9.7,Angela Yu,Pluralsight,"Express, MongoDB, JavaScript"
CRS-146,The Ultimate Facebook Ads Guide to Page #1,"Rank higher on search engines. Master on-page, off-page, technical optimizations, and keyword research using Facebook Ads. Topics include: Facebook Ads, Growth Hacking, Content Marketing.",Digital Marketing,Advanced,4.26,10256,48.9,Robin & Jesper,Udacity,"Facebook Ads, Growth Hacking, Content Marketing"
CRS-147,Incident Response & Security Fundamentals Operations,"Detect, isolate, and mitigate active cybersecurity incidents. Learn digital forensics and blue team tactics for Security Fundamentals. Topics include: Security Fundamentals, Ethical Hacking, Penetration Testing, Cryptography.",Cybersecurity,Intermediate,4.33,2596,17.9,Jason Dion,Coursera,"Security Fundamentals, Ethical Hacking, Penetration Testing, Cryptography"
CRS-148,iOS Development UI/UX: Design and Animation Masterclass,"Create stunning user interfaces, custom transitions, and fluid animations in your iOS Development applications. Topics include: iOS Development, Mobile UI Design, React Native, Firebase.",Mobile App Development,Intermediate,4.39,1609,33.9,Philipp Lackner,Pluralsight,"iOS Development, Mobile UI Design, React Native, Firebase"
CRS-149,Interactive Data Visualization with Statistics,"Transform raw data into beautiful, interactive dashboards and stories using Statistics and storytelling techniques. Topics include: Statistics, Tableau, R Programming.",Data Science & Analytics,Advanced,4.38,1062,53.3,Jose Portilla,Udacity,"Statistics, Tableau, R Programming"
CRS-150,DevOps Essentials: AWS & CI/CD Pipelines,"Automate your infrastructure, deployment, and testing lifecycle using AWS and modern pipelines. Topics include: AWS, Shell Scripting.",Cloud Computing & DevOps,Beginner,3.82,1093,4.1,Adrian Cantrill,Udemy,"AWS, Shell Scripting"
CRS-151,Copywriting & Growth Hacking for Maximum Conversions,"Write persuasive copy for emails, sales pages, and social media. Combine copywriting with Growth Hacking metrics. Topics include: Growth Hacking, Facebook Ads.",Digital Marketing,Advanced,4.19,1000,52.5,Neil Patel,edX,"Growth Hacking, Facebook Ads"
CRS-152,The Complete MongoDB Bootcamp,"Master MongoDB from scratch. Learn building modern, responsive, and interactive applications using industry best practices. Topics include: MongoDB, JavaScript.",Web Development,Intermediate,4.18,777,17.1,Jonas Schmedtmann,Pluralsight,"MongoDB, JavaScript"
CRS-153,Copywriting & Facebook Ads for Maximum Conversions,"Write persuasive copy for emails, sales pages, and social media. Combine copywriting with Facebook Ads metrics. Topics include: Facebook Ads, Content Marketing, Growth Hacking, Email Marketing.",Digital Marketing,Advanced,3.8,2572,28.4,Isaac Rudansky,Coursera,"Facebook Ads, Content Marketing, Growth Hacking, Email Marketing"
CRS-154,Mobile UI Design UI/UX: Design and Animation Masterclass,"Create stunning user interfaces, custom transitions, and fluid animations in your Mobile UI Design applications. Topics include: Mobile UI Design, Kotlin, Swift.",Mobile App Development,Beginner,4.7,530,9.3,Philipp Lackner,Pluralsight,"Mobile UI Design, Kotlin, Swift"
CRS-155,DevOps Essentials: Kubernetes & CI/CD Pipelines,"Automate your infrastructure, deployment, and testing lifecycle using Kubernetes and modern pipelines. Topics include: Kubernetes, Terraform.",Cloud Computing & DevOps,Beginner,4.19,1862,11.3,Nigel Poulton,edX,"Kubernetes, Terraform"
CRS-156,Mobile and Web UI Design Bootcamp with Wireframing,"Design gorgeous, high-fidelity responsive websites and mobile app layouts using Wireframing for client handoff. Topics include: Wireframing, Visual Design, Interaction Design.",UI/UX & Product Design,Beginner,4.97,222,14.5,Sarah Gibbons,Udemy,"Wireframing, Visual Design, Interaction Design"
CRS-157,User Research and Usability Testing in Practice,"Plan, conduct, and analyze user research and usability sessions. Turn feedback into mockups with Usability Testing. Topics include: Usability Testing, Interaction Design.",UI/UX & Product Design,Advanced,4.84,11100,54.0,Jesse Showalter,Pluralsight,"Usability Testing, Interaction Design"
CRS-158,Statistics Boot Camp: Go from Zero to Hero,"A comprehensive guide to analyzing data. Learn data frames, wrangling, and basic predictive analytics with Statistics. Topics include: Statistics, Data Visualization, Power BI, Pandas.",Data Science & Analytics,Beginner,4.87,177,7.6,Kirill Eremenko,Udemy,"Statistics, Data Visualization, Power BI, Pandas"
CRS-159,Growth Hacking & Viral Marketing with Google Analytics,"Acquire customers at scale. Implement loops, referral programs, and rapid A/B testing utilizing Google Analytics channels. Topics include: Google Analytics, Social Media Marketing, Copywriting.",Digital Marketing,Advanced,4.73,446,40.8,Robin & Jesper,Udemy,"Google Analytics, Social Media Marketing, Copywriting"
CRS-160,Network Security & CompTIA Security+ Prep Course,"Master core cybersecurity concepts, threats, mitigation strategies, and get fully prepared for your certification in Network Security. Topics include: Network Security, Metasploit, Cryptography, Incident Response.",Cybersecurity,Beginner,3.83,1634,14.3,Neal Bridges,Udemy,"Network Security, Metasploit, Cryptography, Incident Response"
CRS-161,Interactive Data Visualization with Python,"Transform raw data into beautiful, interactive dashboards and stories using Python and storytelling techniques. Topics include: Python, Tableau, Exploratory Data Analysis.",Data Science & Analytics,Intermediate,4.4,104,19.4,Jose Portilla,Pluralsight,"Python, Tableau, Exploratory Data Analysis"
CRS-162,The Ultimate Copywriting Guide to Page #1,"Rank higher on search engines. Master on-page, off-page, technical optimizations, and keyword research using Copywriting. Topics include: Copywriting, Google Analytics.",Digital Marketing,Intermediate,4.64,507,23.3,Daragh Walsh,Pluralsight,"Copywriting, Google Analytics"
CRS-163,DevOps Essentials: Linux & CI/CD Pipelines,"Automate your infrastructure, deployment, and testing lifecycle using Linux and modern pipelines. Topics include: Linux, CI/CD.",Cloud Computing & DevOps,Beginner,4.93,27185,6.6,Mumshad Mannambeth,Coursera,"Linux, CI/CD"
CRS-164,Business Intelligence using Excel,"Drive data-driven decisions. Learn advanced reporting, cohort analysis, and predictive modeling using Excel. Topics include: Excel, Python.",Data Science & Analytics,Beginner,4.12,511,12.3,Alex The Analyst,Udemy,"Excel, Python"
CRS-165,Advanced Tailwind CSS and Design Patterns,"Deep dive into Tailwind CSS. Learn performance optimization, security, state management, and enterprise-level architecture. Topics include: Tailwind CSS, Node.js.",Web Development,Intermediate,4.78,1121,31.9,Brad Traversy,edX,"Tailwind CSS, Node.js"
CRS-166,Google Analytics 4 & Growth Hacking Data Analysis,"Track user behavior, measure conversions, set up custom dashboards, and make data-driven marketing decisions with Growth Hacking. Topics include: Growth Hacking, Email Marketing.",Digital Marketing,Intermediate,4.86,6408,23.9,Alex Cattoni,Udacity,"Growth Hacking, Email Marketing"
CRS-167,Full-Stack Web Dev with React and Next.js,"Become a full-stack engineer. Build robust backends and dynamic frontends using React and Next.js. Topics include: Next.js, REST APIs, MongoDB.",Web Development,Intermediate,4.44,236,16.0,Maximilian Schwarzmüller,Pluralsight,"Next.js, REST APIs, MongoDB"
CRS-168,Advanced System Administration & Google Cloud,"Master Linux command line, shell scripting, automation, and system security with a focus on Google Cloud services. Topics include: Google Cloud, Linux, AWS.",Cloud Computing & DevOps,Intermediate,4.76,488,26.2,Nigel Poulton,Pluralsight,"Google Cloud, Linux, AWS"
CRS-169,Interface Design & Typography with Adobe XD,"Elevate your visual design skills. Master grid layouts, color theory, and typographic hierarchy using Adobe XD. Topics include: Adobe XD, Prototyping, Figma.",UI/UX & Product Design,Beginner,4.61,1151,9.3,Zack Onisko,Udacity,"Adobe XD, Prototyping, Figma"
CRS-170,iOS & Android Development with Flutter,"Build beautiful, native cross-platform mobile apps for iOS and Android using a single codebase of Flutter. Topics include: Flutter, Kotlin, Firebase.",Mobile App Development,Intermediate,4.88,1072,21.7,Philipp Lackner,Coursera,"Flutter, Kotlin, Firebase"
CRS-171,Build a Social Media App with iOS Development and Firebase,"Integrate databases, authentication, storage, and push notifications into your iOS Development app using Firebase backend services. Topics include: iOS Development, Android Development, Xcode.",Mobile App Development,Advanced,4.37,422,58.9,Angela Yu,Pluralsight,"iOS Development, Android Development, Xcode"
CRS-172,Computer Vision & NLP using TensorFlow,"Process images, video, and natural language text using advanced TensorFlow frameworks and pre-trained models. Topics include: TensorFlow, Generative AI.",AI & Machine Learning,Beginner,4.15,378,9.5,Sam Witteveen,Pluralsight,"TensorFlow, Generative AI"
CRS-173,Complete Xcode Developer Bootcamp,"Learn mobile application development from scratch. Design layouts, manage state, and deploy to App Store and Google Play. Topics include: Xcode, Mobile UI Design, Firebase.",Mobile App Development,Advanced,4.12,497,64.6,Stephen Grider,Coursera,"Xcode, Mobile UI Design, Firebase"
CRS-174,The Complete HTML Bootcamp,"Master HTML from scratch. Learn building modern, responsive, and interactive applications using industry best practices. Topics include: HTML, CSS, Next.js, REST APIs.",Web Development,Advanced,4.77,677,48.7,Jonas Schmedtmann,Coursera,"HTML, CSS, Next.js, REST APIs"
CRS-175,Mobile and Web UI Design Bootcamp with Usability Testing,"Design gorgeous, high-fidelity responsive websites and mobile app layouts using Usability Testing for client handoff. Topics include: Usability Testing, Figma, Design Systems, User Research.",UI/UX & Product Design,Beginner,3.86,4223,5.2,Zack Onisko,Udemy,"Usability Testing, Figma, Design Systems, User Research"
CRS-176,SQL & NumPy for Data Analysts,"Master database querying and data wrangling with SQL and NumPy. Solve real-world business analytics problems. Topics include: NumPy, SQL, Excel, Tableau.",Data Science & Analytics,Advanced,3.81,426,30.2,Andrew Ng,Pluralsight,"NumPy, SQL, Excel, Tableau"
CRS-177,Business Intelligence using R Programming,"Drive data-driven decisions. Learn advanced reporting, cohort analysis, and predictive modeling using R Programming. Topics include: R Programming, Python, Pandas, Exploratory Data Analysis.",Data Science & Analytics,Intermediate,4.42,664,24.1,Daniel Bourke,Udacity,"R Programming, Python, Pandas, Exploratory Data Analysis"
CRS-178,SQL & Python for Data Analysts,"Master database querying and data wrangling with SQL and Python. Solve real-world business analytics problems. Topics include: Python, SQL, Excel, Statistics.",Data Science & Analytics,Beginner,4.98,4373,6.0,Kirill Eremenko,Udemy,"Python, SQL, Excel, Statistics"
CRS-179,Build a Social Media App with Kotlin and Firebase,"Integrate databases, authentication, storage, and push notifications into your Kotlin app using Firebase backend services. Topics include: Kotlin, Swift.",Mobile App Development,Advanced,4.07,1655,60.3,Angela Yu,edX,"Kotlin, Swift"
CRS-180,iOS & Android Development with Swift,"Build beautiful, native cross-platform mobile apps for iOS and Android using a single codebase of Swift. Topics include: Swift, React Native, Android Development.",Mobile App Development,Advanced,4.15,160,37.9,Angela Yu,Pluralsight,"Swift, React Native, Android Development"
CRS-181,Build a Social Media App with iOS Development and Firebase,"Integrate databases, authentication, storage, and push notifications into your iOS Development app using Firebase backend services. Topics include: iOS Development, Xcode.",Mobile App Development,Advanced,4.88,429,37.1,Maximilian Schwarzmüller,edX,"iOS Development, Xcode"
CRS-182,Advanced Penetration Testing & Penetration Testing,"Go deep into red teaming tactics. Conduct advanced assessments, write custom exploits, and bypass security controls using Penetration Testing. Topics include: Penetration Testing, Incident Response.",Cybersecurity,Intermediate,4.94,207,12.7,Heath Adams,Pluralsight,"Penetration Testing, Incident Response"
CRS-183,The Complete SQL Bootcamp,"Master SQL from scratch. Learn building modern, responsive, and interactive applications using industry best practices. Topics include: SQL, Express, Node.js.",Web Development,Beginner,4.03,846,4.3,Angela Yu,Udemy,"SQL, Express, Node.js"
CRS-184,Advanced State Management in React Native Apps,"Build robust, testable, and production-ready mobile architectures using React Native state management and testing frameworks. Topics include: React Native, Android Development, Dart, Flutter.",Mobile App Development,Advanced,3.92,220,37.1,Philipp Lackner,Pluralsight,"React Native, Android Development, Dart, Flutter"
CRS-185,Practical TensorFlow with PyTorch and Scikit-Learn,"Build, train, and deploy powerful TensorFlow models for classification, regression, and clustering tasks. Topics include: TensorFlow, Reinforcement Learning, Scikit-learn.",AI & Machine Learning,Intermediate,4.48,99,16.3,Andrew Ng,Coursera,"TensorFlow, Reinforcement Learning, Scikit-learn"
CRS-186,Jenkins Certified Solutions Architect,"Prepare and pass the official certification. Master core services, security, architecture, and cost optimization on Jenkins. Topics include: Jenkins, Linux, Docker, Ansible.",Cloud Computing & DevOps,Intermediate,3.98,267,21.0,Adrian Cantrill,edX,"Jenkins, Linux, Docker, Ansible"
CRS-187,Agile & Scrum Master certification: Scrum,"Master agile ceremonies, sprint planning, backlog grooming, and team leadership using Scrum and Scrum. Topics include: Scrum, Finance, Negotiation, Business Strategy.",Business & Product Management,Advanced,4.19,2596,48.5,Todd Birzer,edX,"Scrum, Finance, Negotiation, Business Strategy"
CRS-188,Containerization with Docker & Terraform Masterclass,"Learn to package, deploy, and scale microservices using Docker and Terraform orchestration in production. Topics include: Terraform, Kubernetes, Jenkins.",Cloud Computing & DevOps,Advanced,4.08,893,21.2,Stephane Maarek,Udacity,"Terraform, Kubernetes, Jenkins"
CRS-189,User Experience Design Essentials: Prototyping,"Learn UX research, user journeys, wireframing, prototyping, and usability testing in Prototyping. Topics include: Prototyping, Usability Testing, Visual Design, Wireframing.",UI/UX & Product Design,Advanced,4.09,140,39.0,Zack Onisko,Pluralsight,"Prototyping, Usability Testing, Visual Design, Wireframing"
CRS-190,Strategic Leadership and Business Strategy for Executives,"Develop decision-making models, corporate strategy, and negotiation skills to lead high-performing teams in Business Strategy contexts. Topics include: Business Strategy, Negotiation.",Business & Product Management,Beginner,4.88,2460,12.7,Todd Birzer,Udacity,"Business Strategy, Negotiation"
CRS-191,Complete Firebase Developer Bootcamp,"Learn mobile application development from scratch. Design layouts, manage state, and deploy to App Store and Google Play. Topics include: Firebase, React Native, Mobile UI Design, Dart.",Mobile App Development,Advanced,4.88,959,38.0,Stephen Grider,Coursera,"Firebase, React Native, Mobile UI Design, Dart"
